unique_id,Level 1,Level 2,Level 1.5,alternative_names
133,Technologies,Microsoft Excel,,"Sure! Here are 10 alternative names for Microsoft Excel that you can look for:

1. Excel
2. MS Excel
3. Microsoft's spreadsheet software
4. Spreadsheet program by Microsoft
5. Microsoft's data analysis tool
6. Workbook software by Microsoft
7. Spreadsheet application from Microsoft
8. Excel program
9. Microsoft's electronic spreadsheet tool
10. MS Office Excel

Please note that this is just a list of suggestions, and it may vary depending on the context in which these terms are used in the document you're referencing.

Let me know if there's anything else I can assist you with!"
134,Technologies,Microsoft Office software,,"Office software, Microsoft Office suite, Microsoft's productivity suite, MS Office, Microsoft's office applications, Office program by Microsoft, Microsoft's document management tools, Suite of productivity software by Microsoft, Office application suite by Microsoft, Microsoft's business software"
135,Technologies,Microsoft PowerPoint,,"PowerPoint, PPT, MS PowerPoint, Microsoft PowerPoint, Presentation software by Microsoft, Microsoft's presentation application, PowerPoint program, Presentation tool by Microsoft, Microsoft's slide deck software, Slide presentation program"
136,Technologies,Microsoft Outlook,,"Outlook, MS Outlook, Microsoft Outlook, Email client by Microsoft, Microsoft's email application, Outlook program, Outlook software, Microsoft's communication tool, Email management software by Microsoft, Microsoft's messaging platform"
137,Technologies,Microsoft Word,,"Word, MS Word, Microsoft Word, Document software by Microsoft, Microsoft's word processing application, Word program, Word software, Microsoft's text editing tool, Microsoft's document processor, Text editor by Microsoft"
138,Technologies,Structured query language SQL,,"SQL, Query language SQL, Database query language SQL, Relational database language SQL, Structured database query language, SQL programming language, Standardized query language, Structured data querying language, SQL scripting language, Database management system query language"
139,Technologies,Python,,"Python, Python programming language, Python script, Python code, Python scripting language, Scripting language by Guido van Rossum, Python software, Programming language by Guido van Rossum, Python programming tool, Object-oriented scripting language"
140,Technologies,Oracle Java,,"Java, Oracle's Java, Java programming language, Oracle's programming language, Java software by Oracle, Oracle's development platform, Java platform by Oracle, Oracle's application development tool, Object-oriented programming language by Oracle, Software development framework by Oracle"
141,Technologies,Amazon Web Services AWS software,,"AWS, Amazon AWS, Amazon Web Services, AWS software, AWS platform, Amazon cloud services, Amazon's web hosting service, Cloud computing by Amazon, Amazon's cloud infrastructure service, AWS platform as a service"
142,Technologies,JavaScript,,"JS, ECMAScript, JS scripting language, Client-side scripting language, Web scripting language, Front-end programming language, Scripting language for web development, Language used for interactivity on websites, Browser-based programming language, Programming language for dynamic web content"
143,Technologies,SAP software,,"SAP, SAP system, SAP solution, SAP application, SAP platform, SAP software suite, SAP ERP software, SAP business software, SAP technology stack, Enterprise resource planning by SAP"
144,Technologies,Microsoft Azure software,,"Azure, Microsoft Azure, Azure software, Microsoft's cloud platform, Azure services, Microsoft's cloud computing solution, Azure platform, Microsoft's cloud technology, Azure ecosystem, Microsoft's cloud-based software"
145,Technologies,Microsoft Access,,"Access, MS Access, Microsoft's database management system, Microsoft database software, Database application by Microsoft, Microsoft's data storage tool, Access program, Access software, Microsoft's relational database software, Database program by Microsoft"
146,Technologies,Linux,,"Linux OS, GNU/Linux, Linux kernel, Open-source operating system, Linux-based system, Unix-like operating system, Linux distribution, Linux platform, Linux environment, Free and open-source software (FOSS)"
147,Technologies,Hypertext markup language HTML,,"HTML, HyperText Markup Language, Web coding language, Markup language for the web, HTML5, Web development language, Web design language, HTML code, Hypertext markup code"
148,Technologies,Atlassian JIRA,,"JIRA, Atlassian's issue tracking system, JIRA software, Atlassian JIRA tool, JIRA platform, Atlassian's project management software, JIRA application, Atlassian's ticketing system, JIRA by Atlassian, Atlassian's bug tracking tool."
149,Technologies,Tableau,,"Tableau, Tableau software, Data visualization tool by Tableau, Tableau analytics platform, Tableau's data analysis software, Tableau visualization software, Business intelligence tool by Tableau, Tableau reporting tool, Data dashboard software by Tableau"
150,Technologies,Cascading style sheets CSS,,"CSS, Cascading stylesheets, Styling language for HTML, CSS3, Style sheets, Web styling language, CSS framework, Stylesheet language, Styling technology for webpages"
151,Technologies,Microsoft SharePoint,,"SharePoint, MS SharePoint, Microsoft SharePoint, Collaboration platform by Microsoft, Microsoft's document management system, SharePoint software, Microsoft's team collaboration tool, SharePoint program, Intranet solution by Microsoft, Content management system by Microsoft"
152,Technologies,Git,,"Git, Version control system by Git, Distributed version control system by Git, Git software, Source code management tool by Git, Git SCM, Git tool, GitHub's version control system, Open-source distributed version control system by Git, Code repository management software"
153,Technologies,C#,,"C Sharp, C sharp language, Microsoft's C# programming language, C number sign, C hash, C sharp programming platform, .NET language by Microsoft, Object-oriented language from Microsoft, Programming language similar to Java and C++, Language used in .NET development"
154,Technologies,React,,"ReactJS, React.js, Facebook's React, JavaScript library for building user interfaces, Front-end framework by Facebook, UI development library by Facebook, React framework, React JavaScript library, React view library, Declarative JavaScript library"
155,Technologies,Google Angular,,"AngularJS, Angular framework, Google's Angular, AngularJS by Google, Google's JavaScript framework, Angular development platform, Google's front-end framework, Angular software, Google's web application framework, JavaScript library by Google"
156,Technologies,C++,,"C plus plus, Cplusplus, CPP, C with classes, Object-oriented C, C language extension, C-based object-oriented programming language, High-level programming language for systems development, General-purpose programming language with a bias towards systems programming"
157,Technologies,Docker,,"Containerization tool, Docker engine, Docker platform, Docker software, Docker container system, Container solution by Docker Inc., Container deployment tool by Docker, Dockerized applications, Dockership technology, D-Tech"
158,Technologies,Kubernetes,,"K8s, Container orchestration tool, Kubernetes platform, Cluster management system, Open-source containerization platform, Cloud-native application deployment tool, Container management framework, Kubernetes engine, Kube system, Kubernetes runtime"
159,Technologies,R,,"R language, R programming, R software, Statistical programming language R, Scripting language for data analysis and visualization, Open-source statistical tool R, Statistical environment for data analysis using R, Data manipulation and modeling in R, Computational statistics with R, Data science with the R programming language."
160,Technologies,Google Workspace software,,"Google Docs, Google Sheets, Google Slides, G Suite, Google's productivity suite, Google Drive apps, Google's collaboration tools, Google's office software, Cloud-based productivity tools by Google, Workspace by Google"
161,Technologies,Autodesk AutoCAD,,"AutoCAD, Autodesk's AutoCAD, CAD software by Autodesk, AutoDesk's drafting tool, AutoCAD program, AutoCAD software, Autodesk's design and documentation tool, Computer-aided design software by Autodesk, 2D and 3D drafting tool by Autodesk, AutoDesk's computer-aided drafting software"
162,Technologies,Microsoft Visio,,"Visio, MS Visio, Microsoft Visio, Diagramming tool by Microsoft, Microsoft's visual communication software, Visio program, Visio software, Microsoft's flowcharting and diagramming application, Visualization tool by Microsoft"
163,Technologies,Jenkins CI,,"Jenkins, CI tool by Jenkins, Jenkins continuous integration, Jenkins automation server, Jenkins build server, Jenkins pipeline tool, Continuous integration with Jenkins, CI/CD tool by Jenkins, Automation framework by Jenkins, Build and deployment tool - Jenkins"
164,Technologies,Node.js,,"Node, NodeJS, Node JavaScript, Server-side JavaScript framework, JavaScript runtime built on Chrome's V8 engine, Runtime environment for executing JavaScript code server-side, Backend JavaScript platform, Event-driven I/O server-side platform, Platform for building scalable network applications using JavaScript, Server-side runtime for executing JavaScript"
165,Technologies,Adobe Systems Adobe Photoshop,,"Adobe Photoshop, Photoshop, Adobe's image editing software, Adobe's graphic design tool, Photoshop program by Adobe Systems, Adobe's photo editing application, Image editing software by Adobe Systems, Graphic design program by Adobe Systems, Photoshop software by Adobe Systems, Adobe's digital imaging tool"
166,Technologies,Intuit QuickBooks,,"QuickBooks, Intuit's accounting software, QuickBooks by Intuit, Intuit's financial management tool, QuickBooks program, QuickBooks software, Small business accounting solution by Intuit, Intuit's bookkeeping application, Financial software by Intuit, QuickBooks online"
167,Technologies,UNIX,,"UNIX, Unix-like, Unix-based, UNIX operating system, UNIX OS, Unix environment, Unix-like system, Unix-like platform, UNIX-like architecture, UNIX-compatible"
168,Technologies,C,,"C programming language, C code, C programming, ANSI C, C programming syntax, C-based language, C compiler, Procedural programming language: C, Structured high-level language: C, Low-level system programming language: C"
169,Technologies,Zoom,,"Zoom video conferencing, Zoom meetings, Zoom call, Zoom platform, Zoom app, Video meetings with Zoom, Teleconferencing with Zoom, Virtual meetings via Zoom, Online collaboration using Zoom, Video communication on the Zoom platform"
170,Technologies,Microsoft Active Directory,,"Active Directory, AD, Microsoft AD, Windows Active Directory, Microsoft's directory service, Microsoft's identity management system, LDAP service by Microsoft, Windows domain controller, Windows directory service, Microsoft's centralized authentication and authorization framework."
171,Technologies,Microsoft Windows,,"Windows OS, Microsoft OS, Windows operating system, Microsoft operating system, Windows platform, Microsoft platform, Windows software, Microsoft software, Windows environment, Microsoft ecosystem"
172,Technologies,Apple iOS,,"iOS, Apple's mobile operating system, iPhone operating system, Apple's iOS platform, iOS software, Apple's mobile software, iPad/iPhone operating system, Apple's smartphone OS, iOS ecosystem, Mac OS for mobile devices"
173,Technologies,Microsoft SQL Server,,"SQL Server, MS SQL Server, Microsoft's database management system, Microsoft's relational database software, SQL Server by Microsoft, Database server software from Microsoft, Microsoft's data storage and retrieval system, Microsoft's DBMS solution, SQL Server program by Microsoft, Relational database management software from Microsoft"
174,Technologies,SAS,,"SAS software, Statistical Analysis System, SAS programming language, SAS Institute, Data analysis software by SAS, SAS system, SAS application, SAS platform, Analytics tool by SAS, Statistical software by SAS"
175,Technologies,Extensible markup language XML,,"XML, eXtensible markup language, Markup language XML, XML document format, Data interchange format XML, XML data representation, XML schema language, W3C's XML specification, Document structure language XML, Text-based data storage format"
176,Technologies,Microsoft Project,,"Project, MS Project, Microsoft's project management software, Microsoft's scheduling tool, Project by Microsoft, Microsoft's planning application, Project management software by Microsoft, Microsoft's task management tool, Microsoft's project planning software, Task planner by Microsoft."
177,Technologies,ServiceNow,,"ServiceNow platform, SNOW platform, ServiceNow tool, ServiceNow application, Service management software by Now Inc., IT service management system by ServiceNow, ServiceNow ticketing system, Now Platform by ServiceNow, SNOW software, Enterprise service management solution"
178,Technologies,NoSQL,,"NoSQL, non-relational database, non-SQL database, NoSQL database management system, NoSQL DBMS, unstructured data storage solution, schema-less database, distributed database system without SQL constraints, alternative to relational databases, document-oriented database"
179,Technologies,Apache Spark,,"Spark, Apache Spark, Data processing framework by Apache, Apache's big data processing tool, Spark platform, Distributed computing engine by Apache, In-memory analytics engine by Apache, Big data analytics software by Apache, Real-time data processing framework by Apache, Open-source cluster computing system"
180,Technologies,Adobe Systems Adobe Illustrator,,"Adobe Illustrator, Illustrator, Adobe's graphic design software, Adobe's vector graphics editor, Illustrator software, Adobe's illustration program, Adobe's drawing tool, Vector graphics software by Adobe Systems, Graphic design program by Adobe Systems, Drawing application by Adobe"
181,Technologies,JavaScript Object Notation JSON,,"JSON, JavaScript notation, JSON format, JavaScript object format, JSON data structure, JSON encoding, JavaScript object representation, JSON serialization, JavaScript data interchange format, JSON syntax"
182,Technologies,Microsoft Teams,,"Teams, MS Teams, Microsoft Teams, Collaboration tool by Microsoft, Communication platform by Microsoft, Microsoft's team collaboration software, Team messaging app by Microsoft, Microsoft's virtual meeting software, Group chat application by Microsoft, Unified communication platform from Microsoft"
183,Technologies,Microsoft PowerShell,,"PowerShell, Windows PowerShell, Microsoft's command-line shell, Microsoft's scripting language, PowerShell scripting, Windows command line tool by Microsoft, Microsoft automation framework, PowerShell Core, .NET-based automation and configuration framework by Microsoft"
184,Technologies,Apache Kafka,,"Kafka, Apache's messaging platform, Distributed streaming platform by Apache, Kafka messaging system, Event streaming platform by Apache, Streaming software by Apache, Kafka data pipeline tool, Apache's real-time data processing software, Messaging queue by Apache, Kafka event-driven architecture"
185,Technologies,PostgreSQL,,"Postgres, PostgresSQL, PostgreSQL DBMS, PostgreSQL database system, PGSQL, PGSQ, Postgre SQL, PostgrSQL, Postgresql "
186,Technologies,Atlassian Confluence,,"Confluence, Atlassian Confluence, Team collaboration software by Atlassian, Atlassian's wiki tool, Confluence program, Atlassian's knowledge management software, Wiki platform by Atlassian, Collaboration tool from Atlassian, Atlassian's document sharing tool, Confluence wiki"
187,Technologies,Ansible software,,"Ansible, Ansible tool, Ansible system, Automation software by Ansible, Configuration management software by Ansible, Ansible automation platform, Ansible solution, Ansible framework, Infrastructure as code tool by Ansible"
188,Technologies,IBM Terraform,,"Terraform, IBM's infrastructure as code tool, Terraforming software by IBM, Infrastructure automation tool by IBM, IBM's cloud provisioning software, IBM's deployment automation tool, Terraform program by IBM, Infrastructure management software from IBM, Provisioning tool by IBM for cloud resources, Automation software for deploying infrastructure by IBM"
189,Technologies,Adobe Systems Adobe Creative Cloud software,,"Adobe Creative Cloud, Adobe CC, Creative Cloud software, Adobe design software suite, Adobe's creative toolset, Adobe's digital creation suite, Adobe's graphic design software package, Adobe's multimedia editing software bundle, Adobe's content creation platform, Design and editing tools by Adobe"
190,Technologies,Go,,"Golang, Go programming language, Google's Go, Open source Go language, GoLang programming, Gopher language, Go code, The Go programming platform, Golang software development, Google's open-source language"
191,Technologies,Microsoft .NET Framework,,".NET Framework, .NET, Microsoft's application development framework, Microsoft's software framework, .NET platform, Microsoft's development environment, Framework by Microsoft for building applications, Software infrastructure by Microsoft for developing apps, Development toolset by Microsoft, Application framework from Microsoft"
192,Technologies,GitHub,,"GitHub, Git-Hub, GitHub platform, Source code hosting platform by GitHub, Git service by GitHub, Version control system by GitHub, Collaboration tool for developers by GitHub, Git repository hosting service by GitHub, Code sharing and collaboration platform by GitHub"
193,Technologies,Workday software,,"Workday, Workday application, Workday system, Workday platform, Workday solution, Workday software suite, HR software by Workday, Cloud-based HR software by Workday, Workforce management system by Workday, Human capital management software by Workday"
194,Technologies,Adobe Systems Adobe InDesign,,"InDesign, Adobe InDesign, Adobe's desktop publishing software, InDesign program, InDesign software, Adobe's layout design tool, Desktop publishing application by Adobe Systems, Adobe's document design software, Publishing software by Adobe Systems, Document layout program by Adobe"
195,Technologies,Spring Framework,,"Spring, Spring Framework, Spring platform, Java Spring Framework, Spring application framework, Spring for Java, Spring development framework, Spring software development kit (SDK), Java-based enterprise application framework - Spring"
196,Technologies,Apache Hadoop,,"Hadoop, Apache's Hadoop, Hadoop framework, Apache's big data platform, Distributed computing system by Apache, Big data processing technology by Apache, Hadoop ecosystem, Apache's data storage and processing tool, MapReduce framework by Apache, Open-source distributed file system"
197,Technologies,TypeScript,,"TS, Microsoft TypeScript, Typed JavaScript, Strongly Typed JavaScript, JS with types, TS language, TypeScript programming language, Microsoft's typed superset of JavaScript, Typed JS, Type-safe JavaScript"
198,Technologies,Microsoft Windows Server,,"Windows Server, Microsoft Windows Server, Windows server operating system, Microsoft's server platform, Windows Server OS, Microsoft's server software, Microsoft's enterprise operating system, Windows Server edition, MS Windows Server, Microsoft's network operating system"
199,Technologies,Bash,,"Shell, Bash shell, Bash scripting, Unix shell, GNU Bash, Command-line interpreter, Shell scripting language, Bourne-Again SHell, Shell programming language"
200,Technologies,Ruby,,"Ruby language, Ruby programming, Ruby on Rails, RoR, Ruby code, Ruby scripting, Ruby software development, Ruby framework, Dynamic scripting language by Yukihiro Matsumoto (Matz), Open-source object-oriented programming language"
201,Technologies,MongoDB,,"Mongo, Mongo database, MongoDB software, NoSQL database by MongoDB, Document-oriented database by MongoDB, MongoDB system, Database management system by MongoDB, MongoDB platform, Distributed database by MongoDB"
202,Technologies,Perl,,"Perl, Perl programming language, Perl script, The Perl language, Perl scripting, Perl software, Scripting language by Larry Wall, Larry Wall's programming language, Practical Extraction and Reporting Language"
203,Technologies,eClinicalWorks EHR software,,"eCW software, eClinicalWorks EHR system, eClinicalWorks electronic health record software, eClinicalWorks EMR solution, eCW EHR platform, Electronic health records software by eClinicalWorks, eClinicalWorks healthcare technology, eCW electronic medical record system, eClinicalWorks EHR application, Electronic records management software by eCW"
204,Technologies,Splunk Enterprise,,"Splunk, Splunk software, Splunk platform, Splunk Enterprise software, Splunk's data analytics tool, Enterprise monitoring and analysis tool by Splunk, Splunk's log management solution, Real-time data processing platform by Splunk, Log analysis software by Splunk"
205,Technologies,jQuery,,"jQuery, jQuery library, JavaScript framework jQuery, jQuery framework, JS framework by jQuery Foundation, jQuery script library, JavaScript library by John Resig, Popular JavaScript library for DOM manipulation, Lightweight JavaScript library for HTML document traversal and manipulation"
206,Technologies,Spring Boot,,"SpringBoot, Spring framework Boot, Spring's Boot, Java framework by Spring, Spring-based application development tool, Spring's microservices framework, Java-based web application framework by Pivotal Software, Spring's lightweight web development framework, Bootstrapping with Spring, Simplified application development using Spring"
207,Technologies,PHP,,"PHP Hypertext Preprocessor, PHP scripting language, Server-side scripting language by PHP, PHP programming language, PHP code, Hypertext Preprocessor by PHP, Scripting language for web development by PHP, Server-side language by PHP, Open-source server-side language - PHP,
PHP framework"
208,Technologies,The MathWorks MATLAB,,"MATLAB, MathWorks MATLAB, MATLAB software, MATLAB programming language, MathWorks' numerical computing environment, The MathWorks' software for scientific computing, MATLAB program, MathWorks' computational tool, MATLAB scripting language, Numerical analysis software by The MathWorks"
209,Technologies,Autodesk Revit,,"Revit, Autodesk Revit, Building Information Modeling (BIM) software by Autodesk, Revit Architecture, Revit MEP, Revit Structure, BIM design tool by Autodesk, Autodesk's construction modeling software, 3D modeling software for architects and engineers by Autodesk"
210,Technologies,Yardi software,,"Yardi, Yardi program, Yardi application, Yardi platform, Yardi software solution, Property management software by Yardi, Real estate management tool by Yardi, Yardi's software suite, Software developed by Yardi Systems, Yardi's industry-leading software"
211,Technologies,Amazon Simple Storage Service S3,,"S3, Amazon S3, Simple Storage Service, AWS S3, Amazon's storage service, Amazon's cloud storage solution, S3 storage, Amazon's object storage service, Amazon's file hosting service"
